Data;Semana;Baia;Animal;Periodo;Horario;Bloco;Tratamento;Enriquecimento;Sexo;Etograma
27/05/2019;5;15;450;tarde;13:00;leve;T5;Corda;Femea;Locomovendo
27/05/2019;5;16;431;tarde;13:00;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;17;56;tarde;13:00;leve;T4;Corrente;Femea;Inter. animal 
27/05/2019;5;18;144;tarde;13:00;leve;T5;Corda;Femea;Inter. meio amb. 
27/05/2019;5;19;62;tarde;13:00;leve;T4;Corrente;Femea;Agressivo
27/05/2019;5;20;423;tarde;13:00;leve;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;21;265;tarde;13:00;leve;T3;Nenhum;Macho;Inter. animal 
27/05/2019;5;22;477;tarde;13:00;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;23;289;tarde;13:00;leve;T3;Nenhum;Macho;Calmo
27/05/2019;5;24;111;tarde;13:00;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;25;153;tarde;13:00;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;26;370;tarde;13:00;leve;T2;Corda;Macho;Calmo
27/05/2019;5;27;392;tarde;13:00;medio;T2;Corda;Macho;Calmo
27/05/2019;5;28;414;tarde;13:00;medio;T4;Corrente;Femea;Locomovendo
27/05/2019;5;29;125;tarde;13:00;medio;T5;Corda;Femea;Inter. meio amb. 
27/05/2019;5;30;257;tarde;13:00;medio;T3;Nenhum;Macho;Calmo
27/05/2019;5;31;334;tarde;13:00;medio;T1;Corrente;Macho;Alimentando
27/05/2019;5;32;250;tarde;13:00;medio;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;33;282;tarde;13:00;medio;T1;Corrente;Macho;Inter. objeto
27/05/2019;5;34;465;tarde;13:00;medio;T2;Corda;Macho;Agressivo
27/05/2019;5;35;31;tarde;13:00;medio;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;36;175;tarde;13:00;medio;T5;Corda;Femea;Inter. meio amb. 
27/05/2019;5;37;94;tarde;13:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;38;150;tarde;13:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;43;8;tarde;13:00;pesado;T4;Corrente;Femea;Calmo
27/05/2019;5;44;115;tarde;13:00;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;45;192;tarde;13:00;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;46;93;tarde;13:00;pesado;T4;Corrente;Femea;Calmo
27/05/2019;5;47;387;tarde;13:00;pesado;T6;Nenhum;Femea;Inter. meio amb. 
27/05/2019;5;48;439;tarde;13:00;pesado;T2;Corda;Macho;Inter. objeto
27/05/2019;5;49;355;tarde;13:00;pesado;T3;Nenhum;Macho;Calmo
27/05/2019;5;50;309;tarde;13:00;pesado;T3;Nenhum;Macho;Calmo
27/05/2019;5;51;167;tarde;13:00;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;52;460;tarde;13:00;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;53;333;tarde;13:00;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;54;466;tarde;13:00;pesado;T2;Corda;Macho;Calmo
27/05/2019;5;55;330;tarde;13:00;leve;T6;Nenhum;Femea;Inter. meio amb. 
27/05/2019;5;56;286;tarde;13:00;leve;T2;Corda;Macho;
27/05/2019;5;57;398;tarde;13:00;leve;T2;Corda;Macho;Calmo
27/05/2019;5;58;474;tarde;13:00;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;59;247;tarde;13:00;leve;T3;Nenhum;Macho;Calmo
27/05/2019;5;60;119;tarde;13:00;leve;T4;Corrente;Femea;Calmo
27/05/2019;5;61;35;tarde;13:00;leve;T5;Corda;Femea;Calmo
27/05/2019;5;62;373;tarde;13:00;leve;T3;Nenhum;Macho;Calmo
27/05/2019;5;63;197;tarde;13:00;leve;T4;Corrente;Femea;Calmo
27/05/2019;5;64;132;tarde;13:00;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;65;243;tarde;13:00;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;66;1;tarde;13:00;leve;T5;Corda;Femea;Calmo
27/05/2019;5;67;7;tarde;13:00;medio;T5;Corda;Femea;Calmo
27/05/2019;5;68;429;tarde;13:00;medio;T2;Corda;Macho;Calmo
27/05/2019;5;69;329;tarde;13:00;medio;T1;Corrente;Macho;Calmo
27/05/2019;5;70;49;tarde;13:00;medio;T5;Corda;Femea;Calmo
27/05/2019;5;71;172;tarde;13:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;72;135;tarde;13:00;medio;T4;Corrente;Femea;Calmo
27/05/2019;5;73;173;tarde;13:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;74;328;tarde;13:00;medio;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;75;426;tarde;13:00;medio;T1;Corrente;Macho;Calmo
27/05/2019;5;76;189;tarde;13:00;medio;T4;Corrente;Femea;Calmo
27/05/2019;5;77;259;tarde;13:00;medio;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;78;396;tarde;13:00;medio;T3;Nenhum;Macho;Calmo
27/05/2019;5;3;350;tarde;14:00;pesado;T2;Corda;Macho;Calmo
27/05/2019;5;4;310;tarde;14:00;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;5;482;tarde;14:00;pesado;T3;Nenhum;Macho;Agressivo
27/05/2019;5;6;201;tarde;14:00;pesado;T3;Nenhum;Macho;Calmo
27/05/2019;5;7;12;tarde;14:00;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;8;360;tarde;14:00;pesado;T2;Corda;Macho;Calmo
27/05/2019;5;9;378;tarde;14:00;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;10;447;tarde;14:00;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;11;79;tarde;14:00;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;12;22;tarde;14:00;pesado;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;13;59;tarde;14:00;pesado;T4;Corrente;Femea;Inter. meio amb. 
27/05/2019;5;14;67;tarde;14:00;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;15;450;tarde;14:00;leve;T5;Corda;Femea;Calmo
27/05/2019;5;16;431;tarde;14:00;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;17;56;tarde;14:00;leve;T4;Corrente;Femea;Calmo
27/05/2019;5;18;144;tarde;14:00;leve;T5;Corda;Femea;Inter. meio amb. 
27/05/2019;5;19;62;tarde;14:00;leve;T4;Corrente;Femea;Inter. meio amb. 
27/05/2019;5;20;423;tarde;14:00;leve;T2;Corda;Macho;Inter. objeto
27/05/2019;5;21;265;tarde;14:00;leve;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;22;477;tarde;14:00;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;23;289;tarde;14:00;leve;T3;Nenhum;Macho;Calmo
27/05/2019;5;24;111;tarde;14:00;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;25;153;tarde;14:00;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;26;370;tarde;14:00;leve;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;27;392;tarde;14:00;medio;T2;Corda;Macho;Calmo
27/05/2019;5;28;414;tarde;14:00;medio;T4;Corrente;Femea;Calmo
27/05/2019;5;29;125;tarde;14:00;medio;T5;Corda;Femea;Calmo
27/05/2019;5;30;257;tarde;14:00;medio;T3;Nenhum;Macho;Calmo
27/05/2019;5;31;334;tarde;14:00;medio;T1;Corrente;Macho;Inter. meio amb. 
27/05/2019;5;32;250;tarde;14:00;medio;T3;Nenhum;Macho;Calmo
27/05/2019;5;33;282;tarde;14:00;medio;T1;Corrente;Macho;Calmo
27/05/2019;5;34;465;tarde;14:00;medio;T2;Corda;Macho;Calmo
27/05/2019;5;35;31;tarde;14:00;medio;T4;Corrente;Femea;Calmo
27/05/2019;5;36;175;tarde;14:00;medio;T5;Corda;Femea;Inter. meio amb. 
27/05/2019;5;37;94;tarde;14:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;38;150;tarde;14:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;43;8;tarde;14:00;pesado;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;44;115;tarde;14:00;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;45;192;tarde;14:00;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;46;93;tarde;14:00;pesado;T4;Corrente;Femea;Calmo
27/05/2019;5;47;387;tarde;14:00;pesado;T6;Nenhum;Femea;Inter. animal 
27/05/2019;5;48;439;tarde;14:00;pesado;T2;Corda;Macho;Calmo
27/05/2019;5;49;355;tarde;14:00;pesado;T3;Nenhum;Macho;Calmo
27/05/2019;5;50;309;tarde;14:00;pesado;T3;Nenhum;Macho;Agressivo
27/05/2019;5;51;167;tarde;14:00;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;52;460;tarde;14:00;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;53;333;tarde;14:00;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;54;466;tarde;14:00;pesado;T2;Corda;Macho;Inter. objeto
27/05/2019;5;55;330;tarde;14:00;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;56;286;tarde;14:00;leve;T2;Corda;Macho;
27/05/2019;5;57;398;tarde;14:00;leve;T2;Corda;Macho;Calmo
27/05/2019;5;58;474;tarde;14:00;leve;T1;Corrente;Macho;Inter. objeto
27/05/2019;5;59;247;tarde;14:00;leve;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;60;119;tarde;14:00;leve;T4;Corrente;Femea;Locomovendo
27/05/2019;5;61;35;tarde;14:00;leve;T5;Corda;Femea;Inter. objeto
27/05/2019;5;62;373;tarde;14:00;leve;T3;Nenhum;Macho;Agressivo
27/05/2019;5;63;197;tarde;14:00;leve;T4;Corrente;Femea;Calmo
27/05/2019;5;64;132;tarde;14:00;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;65;243;tarde;14:00;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;66;1;tarde;14:00;leve;T5;Corda;Femea;Inter. meio amb. 
27/05/2019;5;67;7;tarde;14:00;medio;T5;Corda;Femea;Calmo
27/05/2019;5;68;429;tarde;14:00;medio;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;69;329;tarde;14:00;medio;T1;Corrente;Macho;Inter. objeto
27/05/2019;5;70;49;tarde;14:00;medio;T5;Corda;Femea;Calmo
27/05/2019;5;71;172;tarde;14:00;medio;T6;Nenhum;Femea;Inter. meio amb. 
27/05/2019;5;72;135;tarde;14:00;medio;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;73;173;tarde;14:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;74;328;tarde;14:00;medio;T2;Corda;Macho;Calmo
27/05/2019;5;75;426;tarde;14:00;medio;T1;Corrente;Macho;Alimentando
27/05/2019;5;76;189;tarde;14:00;medio;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;77;259;tarde;14:00;medio;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;78;396;tarde;14:00;medio;T3;Nenhum;Macho;Calmo
27/05/2019;5;3;350;tarde;14:30;pesado;T2;Corda;Macho;Inter. objeto
27/05/2019;5;4;310;tarde;14:30;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;5;482;tarde;14:30;pesado;T3;Nenhum;Macho;Calmo
27/05/2019;5;6;201;tarde;14:30;pesado;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;7;12;tarde;14:30;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;8;360;tarde;14:30;pesado;T2;Corda;Macho;Agressivo
27/05/2019;5;9;378;tarde;14:30;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;10;447;tarde;14:30;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;11;79;tarde;14:30;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;12;22;tarde;14:30;pesado;T4;Corrente;Femea;Calmo
27/05/2019;5;13;59;tarde;14:30;pesado;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;14;67;tarde;14:30;pesado;T5;Corda;Femea;Inter. objeto
27/05/2019;5;15;450;tarde;14:30;leve;T5;Corda;Femea;Calmo
27/05/2019;5;16;431;tarde;14:30;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;17;56;tarde;14:30;leve;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;18;144;tarde;14:30;leve;T5;Corda;Femea;Calmo
27/05/2019;5;19;62;tarde;14:30;leve;T4;Corrente;Femea;Calmo
27/05/2019;5;20;423;tarde;14:30;leve;T2;Corda;Macho;Calmo
27/05/2019;5;21;265;tarde;14:30;leve;T3;Nenhum;Macho;Calmo
27/05/2019;5;22;477;tarde;14:30;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;23;289;tarde;14:30;leve;T3;Nenhum;Macho;Calmo
27/05/2019;5;24;111;tarde;14:30;leve;T6;Nenhum;Femea;Inter. meio amb. 
27/05/2019;5;25;153;tarde;14:30;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;26;370;tarde;14:30;leve;T2;Corda;Macho;Calmo
27/05/2019;5;27;392;tarde;14:30;medio;T2;Corda;Macho;Calmo
27/05/2019;5;28;414;tarde;14:30;medio;T4;Corrente;Femea;Calmo
27/05/2019;5;29;125;tarde;14:30;medio;T5;Corda;Femea;Calmo
27/05/2019;5;30;257;tarde;14:30;medio;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;31;334;tarde;14:30;medio;T1;Corrente;Macho;Calmo
27/05/2019;5;32;250;tarde;14:30;medio;T3;Nenhum;Macho;Inter. animal 
27/05/2019;5;33;282;tarde;14:30;medio;T1;Corrente;Macho;Calmo
27/05/2019;5;34;465;tarde;14:30;medio;T2;Corda;Macho;Calmo
27/05/2019;5;35;31;tarde;14:30;medio;T4;Corrente;Femea;Calmo
27/05/2019;5;36;175;tarde;14:30;medio;T5;Corda;Femea;Calmo
27/05/2019;5;37;94;tarde;14:30;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;38;150;tarde;14:30;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;43;8;tarde;14:30;pesado;T4;Corrente;Femea;Calmo
27/05/2019;5;44;115;tarde;14:30;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;45;192;tarde;14:30;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;46;93;tarde;14:30;pesado;T4;Corrente;Femea;Calmo
27/05/2019;5;47;387;tarde;14:30;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;48;439;tarde;14:30;pesado;T2;Corda;Macho;Calmo
27/05/2019;5;49;355;tarde;14:30;pesado;T3;Nenhum;Macho;Calmo
27/05/2019;5;50;309;tarde;14:30;pesado;T3;Nenhum;Macho;Calmo
27/05/2019;5;51;167;tarde;14:30;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;52;460;tarde;14:30;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;53;333;tarde;14:30;pesado;T1;Corrente;Macho;Inter. meio amb. 
27/05/2019;5;54;466;tarde;14:30;pesado;T2;Corda;Macho;Calmo
27/05/2019;5;55;330;tarde;14:30;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;56;286;tarde;14:30;leve;T2;Corda;Macho;
27/05/2019;5;57;398;tarde;14:30;leve;T2;Corda;Macho;Calmo
27/05/2019;5;58;474;tarde;14:30;leve;T1;Corrente;Macho;Inter. objeto
27/05/2019;5;59;247;tarde;14:30;leve;T3;Nenhum;Macho;Calmo
27/05/2019;5;60;119;tarde;14:30;leve;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;61;35;tarde;14:30;leve;T5;Corda;Femea;Inter. meio amb. 
27/05/2019;5;62;373;tarde;14:30;leve;T3;Nenhum;Macho;Locomovendo
27/05/2019;5;63;197;tarde;14:30;leve;T4;Corrente;Femea;Inter. meio amb. 
27/05/2019;5;64;132;tarde;14:30;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;65;243;tarde;14:30;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;66;1;tarde;14:30;leve;T5;Corda;Femea;Calmo
27/05/2019;5;67;7;tarde;14:30;medio;T5;Corda;Femea;Calmo
27/05/2019;5;68;429;tarde;14:30;medio;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;69;329;tarde;14:30;medio;T1;Corrente;Macho;Inter. meio amb. 
27/05/2019;5;70;49;tarde;14:30;medio;T5;Corda;Femea;Calmo
27/05/2019;5;71;172;tarde;14:30;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;72;135;tarde;14:30;medio;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;73;173;tarde;14:30;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;74;328;tarde;14:30;medio;T2;Corda;Macho;Inter. objeto
27/05/2019;5;75;426;tarde;14:30;medio;T1;Corrente;Macho;Inter. objeto
27/05/2019;5;76;189;tarde;14:30;medio;T4;Corrente;Femea;Calmo
27/05/2019;5;77;259;tarde;14:30;medio;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;78;396;tarde;14:30;medio;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;3;350;tarde;15:00;pesado;T2;Corda;Macho;Inter. objeto
27/05/2019;5;4;310;tarde;15:00;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;5;482;tarde;15:00;pesado;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;6;201;tarde;15:00;pesado;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;7;12;tarde;15:00;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;8;360;tarde;15:00;pesado;T2;Corda;Macho;Calmo
27/05/2019;5;9;378;tarde;15:00;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;10;447;tarde;15:00;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;11;79;tarde;15:00;pesado;T6;Nenhum;Femea;Inter. meio amb. 
27/05/2019;5;12;22;tarde;15:00;pesado;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;13;59;tarde;15:00;pesado;T4;Corrente;Femea;Calmo
27/05/2019;5;14;67;tarde;15:00;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;15;450;tarde;15:00;leve;T5;Corda;Femea;Inter. animal 
27/05/2019;5;16;431;tarde;15:00;leve;T1;Corrente;Macho;Inter. objeto
27/05/2019;5;17;56;tarde;15:00;leve;T4;Corrente;Femea;Calmo
27/05/2019;5;18;144;tarde;15:00;leve;T5;Corda;Femea;Calmo
27/05/2019;5;19;62;tarde;15:00;leve;T4;Corrente;Femea;Inter. meio amb. 
27/05/2019;5;20;423;tarde;15:00;leve;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;21;265;tarde;15:00;leve;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;22;477;tarde;15:00;leve;T1;Corrente;Macho;Inter. meio amb. 
27/05/2019;5;23;289;tarde;15:00;leve;T3;Nenhum;Macho;Locomovendo
27/05/2019;5;24;111;tarde;15:00;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;25;153;tarde;15:00;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;26;370;tarde;15:00;leve;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;27;392;tarde;15:00;medio;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;28;414;tarde;15:00;medio;T4;Corrente;Femea;Calmo
27/05/2019;5;29;125;tarde;15:00;medio;T5;Corda;Femea;Calmo
27/05/2019;5;30;257;tarde;15:00;medio;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;31;334;tarde;15:00;medio;T1;Corrente;Macho;Calmo
27/05/2019;5;32;250;tarde;15:00;medio;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;33;282;tarde;15:00;medio;T1;Corrente;Macho;Inter. objeto
27/05/2019;5;34;465;tarde;15:00;medio;T2;Corda;Macho;Calmo
27/05/2019;5;35;31;tarde;15:00;medio;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;36;175;tarde;15:00;medio;T5;Corda;Femea;Calmo
27/05/2019;5;37;94;tarde;15:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;38;150;tarde;15:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;43;8;tarde;15:00;pesado;T4;Corrente;Femea;Calmo
27/05/2019;5;44;115;tarde;15:00;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;45;192;tarde;15:00;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;46;93;tarde;15:00;pesado;T4;Corrente;Femea;Calmo
27/05/2019;5;47;387;tarde;15:00;pesado;T6;Nenhum;Femea;Calmo
27/05/2019;5;48;439;tarde;15:00;pesado;T2;Corda;Macho;Agressivo
27/05/2019;5;49;355;tarde;15:00;pesado;T3;Nenhum;Macho;Calmo
27/05/2019;5;50;309;tarde;15:00;pesado;T3;Nenhum;Macho;Calmo
27/05/2019;5;51;167;tarde;15:00;pesado;T5;Corda;Femea;Calmo
27/05/2019;5;52;460;tarde;15:00;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;53;333;tarde;15:00;pesado;T1;Corrente;Macho;Calmo
27/05/2019;5;54;466;tarde;15:00;pesado;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;55;330;tarde;15:00;leve;T6;Nenhum;Femea;Locomovendo
27/05/2019;5;56;286;tarde;15:00;leve;T2;Corda;Macho;
27/05/2019;5;57;398;tarde;15:00;leve;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;58;474;tarde;15:00;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;59;247;tarde;15:00;leve;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;60;119;tarde;15:00;leve;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;61;35;tarde;15:00;leve;T5;Corda;Femea;Inter. objeto
27/05/2019;5;62;373;tarde;15:00;leve;T3;Nenhum;Macho;Calmo
27/05/2019;5;63;197;tarde;15:00;leve;T4;Corrente;Femea;Calmo
27/05/2019;5;64;132;tarde;15:00;leve;T6;Nenhum;Femea;Calmo
27/05/2019;5;65;243;tarde;15:00;leve;T1;Corrente;Macho;Calmo
27/05/2019;5;66;1;tarde;15:00;leve;T5;Corda;Femea;Calmo
27/05/2019;5;67;7;tarde;15:00;medio;T5;Corda;Femea;Calmo
27/05/2019;5;68;429;tarde;15:00;medio;T2;Corda;Macho;Inter. meio amb. 
27/05/2019;5;69;329;tarde;15:00;medio;T1;Corrente;Macho;Inter. objeto
27/05/2019;5;70;49;tarde;15:00;medio;T5;Corda;Femea;Calmo
27/05/2019;5;71;172;tarde;15:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;72;135;tarde;15:00;medio;T4;Corrente;Femea;Inter. meio amb. 
27/05/2019;5;73;173;tarde;15:00;medio;T6;Nenhum;Femea;Calmo
27/05/2019;5;74;328;tarde;15:00;medio;T2;Corda;Macho;Inter. objeto
27/05/2019;5;75;426;tarde;15:00;medio;T1;Corrente;Macho;Inter. animal 
27/05/2019;5;76;189;tarde;15:00;medio;T4;Corrente;Femea;Inter. objeto
27/05/2019;5;77;259;tarde;15:00;medio;T3;Nenhum;Macho;Inter. meio amb. 
27/05/2019;5;78;396;tarde;15:00;medio;T3;Nenhum;Macho;Calmo
03/06/2019;6;3;350;manha;09:30;pesado;T2;Corda;Macho;Calmo
03/06/2019;6;4;310;manha;09:30;pesado;T1;Corrente;Macho;Inter. objeto
03/06/2019;6;5;482;manha;09:30;pesado;T3;Nenhum;Macho;Calmo
03/06/2019;6;6;201;manha;09:30;pesado;T3;Nenhum;Macho;Inter. meio amb. 
03/06/2019;6;7;12;manha;09:30;pesado;T5;Corda;Femea;Inter. objeto
03/06/2019;6;8;360;manha;09:30;pesado;T2;Corda;Macho;Calmo
03/06/2019;6;9;378;manha;09:30;pesado;T6;Nenhum;Femea;Calmo
03/06/2019;6;10;447;manha;09:30;pesado;T1;Corrente;Macho;Calmo
03/06/2019;6;11;79;manha;09:30;pesado;T6;Nenhum;Femea;Calmo
03/06/2019;6;12;22;manha;09:30;pesado;T4;Corrente;Femea;Inter. objeto
03/06/2019;6;13;59;manha;09:30;pesado;T4;Corrente;Femea;Inter. objeto
03/06/2019;6;14;67;manha;09:30;pesado;T5;Corda;Femea;Inter. meio amb. 
03/06/2019;6;15;450;manha;09:30;leve;T5;Corda;Femea;Calmo
03/06/2019;6;16;431;manha;09:30;leve;T1;Corrente;Macho;Calmo
03/06/2019;6;17;56;manha;09:30;leve;T4;Corrente;Femea;Inter. meio amb. 
03/06/2019;6;18;144;manha;09:30;leve;T5;Corda;Femea;Inter. meio amb. 
03/06/2019;6;19;62;manha;09:30;leve;T4;Corrente;Femea;Calmo
03/06/2019;6;20;423;manha;09:30;leve;T2;Corda;Macho;Calmo
03/06/2019;6;21;265;manha;09:30;leve;T3;Nenhum;Macho;Calmo
03/06/2019;6;22;477;manha;09:30;leve;T1;Corrente;Macho;Calmo
03/06/2019;6;23;289;manha;09:30;leve;T3;Nenhum;Macho;Calmo
03/06/2019;6;24;111;manha;09:30;leve;T6;Nenhum;Femea;Alimentando
03/06/2019;6;25;153;manha;09:30;leve;T6;Nenhum;Femea;Calmo
03/06/2019;6;26;370;manha;09:30;leve;T2;Corda;Macho;Locomovendo
03/06/2019;6;27;392;manha;09:30;medio;T2;Corda;Macho;Calmo
03/06/2019;6;28;414;manha;09:30;medio;T4;Corrente;Femea;Inter. meio amb. 
03/06/2019;6;29;125;manha;09:30;medio;T5;Corda;Femea;Calmo
03/06/2019;6;30;257;manha;09:30;medio;T3;Nenhum;Macho;Calmo
03/06/2019;6;31;334;manha;09:30;medio;T1;Corrente;Macho;Calmo
03/06/2019;6;32;250;manha;09:30;medio;T3;Nenhum;Macho;Calmo
03/06/2019;6;33;282;manha;09:30;medio;T1;Corrente;Macho;Calmo
03/06/2019;6;34;465;manha;09:30;medio;T2;Corda;Macho;Calmo
03/06/2019;6;35;31;manha;09:30;medio;T4;Corrente;Femea;Inter. objeto
03/06/2019;6;36;175;manha;09:30;medio;T5;Corda;Femea;Inter. meio amb. 
03/06/2019;6;37;94;manha;09:30;medio;T6;Nenhum;Femea;Calmo
03/06/2019;6;38;150;manha;09:30;medio;T6;Nenhum;Femea;Calmo
03/06/2019;6;43;8;manha;09:30;pesado;T4;Corrente;Femea;Inter. objeto
03/06/2019;6;44;115;manha;09:30;pesado;T6;Nenhum;Femea;Calmo
03/06/2019;6;45;192;manha;09:30;pesado;T5;Corda;Femea;Calmo
03/06/2019;6;46;93;manha;09:30;pesado;T4;Corrente;Femea;Calmo
03/06/2019;6;47;387;manha;09:30;pesado;T6;Nenhum;Femea;Calmo
03/06/2019;6;48;439;manha;09:30;pesado;T2;Corda;Macho;Calmo
03/06/2019;6;49;355;manha;09:30;pesado;T3;Nenhum;Macho;Calmo
03/06/2019;6;50;309;manha;09:30;pesado;T3;Nenhum;Macho;Calmo
03/06/2019;6;51;167;manha;09:30;pesado;T5;Corda;Femea;Calmo
03/06/2019;6;52;460;manha;09:30;pesado;T1;Corrente;Macho;Calmo
03/06/2019;6;53;333;manha;09:30;pesado;T1;Corrente;Macho;Calmo
03/06/2019;6;54;466;manha;09:30;pesado;T2;Corda;Macho;Calmo
03/06/2019;6;55;330;manha;09:30;leve;T6;Nenhum;Femea;Calmo
03/06/2019;6;56;286;manha;09:30;leve;T2;Corda;Macho;Inter. objeto
03/06/2019;6;57;398;manha;09:30;leve;T2;Corda;Macho;Inter. objeto
