"","Parameter","average","lower","mode","higher","Category","Covariate","Time"
"p[28,4,5]","p",0.0617263121828557,0.0461108386909224,0.061178266111601,0.080694235306352,"28","4","5"
"p[29,4,5]","p",0.0458996507366089,0.0324998247187101,0.0451333185763053,0.0642535144726366,"29","4","5"
"p[30,4,5]","p",0.063237944676622,0.0478410271113002,0.0624062711999567,0.0846660795799288,"30","4","5"
"p[31,4,5]","p",0.0559978647290322,0.0406101583738992,0.0553811846288714,0.0746527170593564,"31","4","5"
"p[32,4,5]","p",0.0444209280038653,0.0295794221148057,0.0437781885188352,0.0638324940604048,"32","4","5"
"p[33,4,5]","p",0.0559978647290322,0.0406101583738992,0.0553811846288714,0.0746527170593564,"33","4","5"
"p[34,4,5]","p",0.0530616039041107,0.0364927214139423,0.0528942360305816,0.0722645699067486,"34","4","5"
"p[35,4,5]","p",0.0430094595592936,0.028257280074781,0.0426389050629335,0.0611497758090574,"35","4","5"
"p[36,4,5]","p",0.0430094595592936,0.028257280074781,0.0426389050629335,0.0611497758090574,"36","4","5"
"p[37,4,5]","p",0.0430094595592936,0.028257280074781,0.0426389050629335,0.0611497758090574,"37","4","5"
"p[38,4,5]","p",0.0530616039041107,0.0364927214139423,0.0528942360305816,0.0722645699067487,"38","4","5"
"p[39,4,5]","p",0.0458996507366089,0.0324998247187101,0.0451333185763053,0.0642535144726366,"39","4","5"
"p[40,4,5]","p",0.0738516999364131,0.0586265507746672,0.0732905449074436,0.092001917398256,"40","4","5"
"p[41,4,5]","p",0.0530616039041107,0.0364927214139423,0.0528942360305815,0.0722645699067487,"41","4","5"
"p[42,4,5]","p",0.0444209280038653,0.0295794221148057,0.0437781885188352,0.0638324940604048,"42","4","5"
"p[43,4,5]","p",0.0470368443617735,0.0317779877893126,0.0462386363748862,0.0670065550693308,"43","4","5"
"p[44,4,5]","p",0.0617263121828557,0.0461108386909224,0.061178266111601,0.080694235306352,"44","4","5"
"p[45,4,5]","p",0.0458996507366089,0.0324998247187101,0.0451333185763053,0.0642535144726366,"45","4","5"
"p[46,4,5]","p",0.0530616039041107,0.0364927214139423,0.0528942360305815,0.0722645699067487,"46","4","5"
"p[47,4,5]","p",0.0470368443617735,0.0317779877893126,0.0462386363748862,0.0670065550693308,"47","4","5"
"p[48,4,5]","p",0.0458996507366089,0.0324998247187101,0.0451333185763053,0.0642535144726366,"48","4","5"
"p[49,4,5]","p",0.063237944676622,0.0478410271113002,0.0624062711999567,0.0846660795799288,"49","4","5"
"p[50,4,5]","p",0.0444209280038653,0.0295794221148057,0.0437781885188352,0.0638324940604048,"50","4","5"
"p[51,4,5]","p",0.063237944676622,0.0478410271113001,0.0624062711999567,0.0846660795799288,"51","4","5"
"p[52,4,5]","p",0.0738516999364131,0.0586265507746672,0.0732905449074437,0.092001917398256,"52","4","5"
"p[53,4,5]","p",0.0530616039041107,0.0364927214139423,0.0528942360305815,0.0722645699067487,"53","4","5"
"p[54,4,5]","p",0.0444209280038653,0.0295794221148057,0.0437781885188352,0.0638324940604048,"54","4","5"
"p[55,4,5]","p",0.0444209280038653,0.0295794221148057,0.0437781885188352,0.0638324940604048,"55","4","5"
"p[56,4,5]","p",0.0617263121828557,0.0461108386909224,0.061178266111601,0.080694235306352,"56","4","5"
"p[57,4,5]","p",0.0430094595592936,0.028257280074781,0.0426389050629335,0.0611497758090574,"57","4","5"
"p[58,4,5]","p",0.0738516999364131,0.0586265507746671,0.0732905449074437,0.092001917398256,"58","4","5"
"p[59,4,5]","p",0.0458996507366089,0.0324998247187101,0.0451333185763053,0.0642535144726366,"59","4","5"
"p[60,4,5]","p",0.0738516999364131,0.0586265507746672,0.0732905449074437,0.092001917398256,"60","4","5"
"p[61,4,5]","p",0.0458996507366089,0.0324998247187101,0.0451333185763053,0.0642535144726366,"61","4","5"
"p[62,4,5]","p",0.0617263121828557,0.0461108386909224,0.061178266111601,0.080694235306352,"62","4","5"
"p[63,4,5]","p",0.0559978647290322,0.0406101583738992,0.0553811846288714,0.0746527170593564,"63","4","5"
"p[64,4,5]","p",0.063237944676622,0.0478410271113002,0.0624062711999567,0.0846660795799288,"64","4","5"
"p[65,4,5]","p",0.0470368443617735,0.0317779877893126,0.0462386363748862,0.0670065550693308,"65","4","5"
"p[66,4,5]","p",0.0738516999364131,0.0586265507746672,0.0732905449074436,0.092001917398256,"66","4","5"
"p[67,4,5]","p",0.0470368443617735,0.0317779877893126,0.0462386363748862,0.0670065550693308,"67","4","5"
"p[68,4,5]","p",0.0617263121828557,0.0461108386909224,0.061178266111601,0.080694235306352,"68","4","5"
"p[69,4,5]","p",0.063237944676622,0.0478410271113002,0.0624062711999567,0.0846660795799288,"69","4","5"
"p[70,4,5]","p",0.0559978647290322,0.0406101583738992,0.0553811846288714,0.0746527170593564,"70","4","5"
"p[71,4,5]","p",0.0559978647290322,0.0406101583738992,0.0553811846288714,0.0746527170593564,"71","4","5"
"p[72,4,5]","p",0.0444209280038653,0.0295794221148057,0.0437781885188352,0.0638324940604048,"72","4","5"
"p[1,5,5]","p",0.06370092739605,0.0505794336053327,0.063207519673031,0.0789867277987553,"1","5","5"
"p[2,5,5]","p",0.0529948645095619,0.0390923408511843,0.0525182159289283,0.0683805878653848,"2","5","5"
"p[3,5,5]","p",0.0378675832566588,0.0257450045311448,0.0369320958337021,0.0542881683721085,"3","5","5"
"p[4,5,5]","p",0.0532617233067899,0.0393291470688898,0.0527173380170975,0.0711600733607774,"4","5","5"
"p[5,5,5]","p",0.0378675832566588,0.0257450045311448,0.0369320958337021,0.0542881683721085,"5","5","5"
"p[6,5,5]","p",0.0377324169660717,0.0257552076238859,0.0369636475463599,0.0523943949931542,"6","5","5"
"p[7,5,5]","p",0.06370092739605,0.0505794336053327,0.063207519673031,0.0789867277987553,"7","5","5"
"p[8,5,5]","p",0.0529948645095619,0.0390923408511843,0.0525182159289283,0.0683805878653848,"8","5","5"
"p[9,5,5]","p",0.0462036100170791,0.0331138369739173,0.0456533555534747,0.0633409890620504,"9","5","5"
"p[10,5,5]","p",0.0378675832566588,0.0257450045311448,0.0369320958337021,0.0542881683721085,"10","5","5"
"p[11,5,5]","p",0.0462036100170791,0.0331138369739174,0.0456533555534747,0.0633409890620504,"11","5","5"
"p[12,5,5]","p",0.0532617233067899,0.0393291470688898,0.0527173380170975,0.0711600733607774,"12","5","5"
"p[13,5,5]","p",0.0358813938925124,0.0228766000879148,0.0354829185360311,0.0530460428796403,"13","5","5"
"p[14,5,5]","p",0.0378675832566588,0.0257450045311448,0.0369320958337021,0.0542881683721085,"14","5","5"
"p[15,5,5]","p",0.0353928375168318,0.0232627653317028,0.0348877975389658,0.0510962324365584,"15","5","5"
"p[16,5,5]","p",0.0438778805265297,0.0297574425891077,0.0431915129783667,0.0616648988550042,"16","5","5"
"p[17,5,5]","p",0.0358813938925124,0.0228766000879148,0.0354829185360311,0.0530460428796403,"17","5","5"
"p[18,5,5]","p",0.0462036100170791,0.0331138369739173,0.0456533555534747,0.0633409890620504,"18","5","5"
"p[19,5,5]","p",0.0529948645095619,0.0390923408511843,0.0525182159289282,0.0683805878653848,"19","5","5"
"p[20,5,5]","p",0.0377324169660717,0.0257552076238859,0.0369636475463599,0.0523943949931542,"20","5","5"
"p[21,5,5]","p",0.06370092739605,0.0505794336053327,0.063207519673031,0.0789867277987553,"21","5","5"
"p[22,5,5]","p",0.0353928375168318,0.0232627653317028,0.0348877975389658,0.0510962324365584,"22","5","5"
"p[23,5,5]","p",0.0438778805265297,0.0297574425891077,0.0431915129783667,0.0616648988550042,"23","5","5"
"p[24,5,5]","p",0.0438778805265297,0.0297574425891077,0.0431915129783667,0.0616648988550042,"24","5","5"
"p[25,5,5]","p",0.0532617233067899,0.0393291470688898,0.0527173380170975,0.0711600733607774,"25","5","5"
"p[26,5,5]","p",0.0353928375168318,0.0232627653317028,0.0348877975389658,0.0510962324365584,"26","5","5"
"p[27,5,5]","p",0.0353928375168318,0.0232627653317028,0.0348877975389658,0.0510962324365584,"27","5","5"
"p[28,5,5]","p",0.0529948645095619,0.0390923408511843,0.0525182159289283,0.0683805878653848,"28","5","5"
"p[29,5,5]","p",0.0377324169660717,0.0257552076238859,0.0369636475463599,0.0523943949931542,"29","5","5"
"p[30,5,5]","p",0.0532617233067899,0.0393291470688898,0.0527173380170975,0.0711600733607774,"30","5","5"
"p[31,5,5]","p",0.0462036100170791,0.0331138369739173,0.0456533555534747,0.0633409890620504,"31","5","5"
"p[32,5,5]","p",0.0358813938925124,0.0228766000879148,0.0354829185360311,0.0530460428796403,"32","5","5"
"p[33,5,5]","p",0.0462036100170791,0.0331138369739173,0.0456533555534747,0.0633409890620504,"33","5","5"
"p[34,5,5]","p",0.0438778805265297,0.0297574425891077,0.0431915129783667,0.0616648988550042,"34","5","5"
"p[35,5,5]","p",0.0353928375168318,0.0232627653317028,0.0348877975389658,0.0510962324365584,"35","5","5"
"p[36,5,5]","p",0.0353928375168318,0.0232627653317028,0.0348877975389658,0.0510962324365584,"36","5","5"
"p[37,5,5]","p",0.0353928375168318,0.0232627653317028,0.0348877975389658,0.0510962324365584,"37","5","5"
"p[38,5,5]","p",0.0438778805265297,0.0297574425891077,0.0431915129783667,0.0616648988550042,"38","5","5"
"p[39,5,5]","p",0.0377324169660717,0.0257552076238859,0.0369636475463599,0.0523943949931542,"39","5","5"
"p[40,5,5]","p",0.06370092739605,0.0505794336053327,0.063207519673031,0.0789867277987553,"40","5","5"
"p[41,5,5]","p",0.0438778805265297,0.0297574425891077,0.0431915129783667,0.0616648988550042,"41","5","5"
"p[42,5,5]","p",0.0358813938925124,0.0228766000879148,0.0354829185360311,0.0530460428796403,"42","5","5"
"p[43,5,5]","p",0.0378675832566588,0.0257450045311448,0.0369320958337021,0.0542881683721085,"43","5","5"
"p[44,5,5]","p",0.0529948645095619,0.0390923408511843,0.0525182159289283,0.0683805878653848,"44","5","5"
"p[45,5,5]","p",0.0377324169660717,0.0257552076238859,0.0369636475463599,0.0523943949931542,"45","5","5"
"p[46,5,5]","p",0.0438778805265297,0.0297574425891077,0.0431915129783667,0.0616648988550042,"46","5","5"
"p[47,5,5]","p",0.0378675832566588,0.0257450045311448,0.0369320958337021,0.0542881683721085,"47","5","5"
"p[48,5,5]","p",0.0377324169660717,0.0257552076238859,0.0369636475463599,0.0523943949931542,"48","5","5"
"p[49,5,5]","p",0.0532617233067899,0.0393291470688898,0.0527173380170975,0.0711600733607774,"49","5","5"
"p[50,5,5]","p",0.0358813938925124,0.0228766000879148,0.0354829185360311,0.0530460428796403,"50","5","5"
"p[51,5,5]","p",0.0532617233067899,0.0393291470688898,0.0527173380170975,0.0711600733607774,"51","5","5"
"p[52,5,5]","p",0.06370092739605,0.0505794336053327,0.063207519673031,0.0789867277987553,"52","5","5"
"p[53,5,5]","p",0.0438778805265297,0.0297574425891077,0.0431915129783667,0.0616648988550042,"53","5","5"
"p[54,5,5]","p",0.0358813938925124,0.0228766000879148,0.0354829185360311,0.0530460428796403,"54","5","5"
"p[55,5,5]","p",0.0358813938925124,0.0228766000879148,0.0354829185360311,0.0530460428796403,"55","5","5"
"p[56,5,5]","p",0.0529948645095619,0.0390923408511843,0.0525182159289283,0.0683805878653848,"56","5","5"
"p[57,5,5]","p",0.0353928375168318,0.0232627653317028,0.0348877975389658,0.0510962324365584,"57","5","5"
"p[58,5,5]","p",0.06370092739605,0.0505794336053327,0.063207519673031,0.0789867277987553,"58","5","5"
"p[59,5,5]","p",0.0377324169660717,0.0257552076238859,0.0369636475463599,0.0523943949931542,"59","5","5"
"p[60,5,5]","p",0.06370092739605,0.0505794336053327,0.063207519673031,0.0789867277987553,"60","5","5"
"p[61,5,5]","p",0.0377324169660717,0.0257552076238859,0.0369636475463599,0.0523943949931542,"61","5","5"
"p[62,5,5]","p",0.0529948645095619,0.0390923408511843,0.0525182159289283,0.0683805878653848,"62","5","5"
"p[63,5,5]","p",0.0462036100170791,0.0331138369739173,0.0456533555534747,0.0633409890620504,"63","5","5"
"p[64,5,5]","p",0.0532617233067899,0.0393291470688898,0.0527173380170975,0.0711600733607774,"64","5","5"
"p[65,5,5]","p",0.0378675832566588,0.0257450045311448,0.0369320958337021,0.0542881683721085,"65","5","5"
"p[66,5,5]","p",0.06370092739605,0.0505794336053327,0.063207519673031,0.0789867277987553,"66","5","5"
"p[67,5,5]","p",0.0378675832566588,0.0257450045311448,0.0369320958337021,0.0542881683721085,"67","5","5"
"p[68,5,5]","p",0.0529948645095619,0.0390923408511843,0.0525182159289282,0.0683805878653848,"68","5","5"
"p[69,5,5]","p",0.0532617233067899,0.0393291470688898,0.0527173380170975,0.0711600733607774,"69","5","5"
"p[70,5,5]","p",0.0462036100170791,0.0331138369739173,0.0456533555534747,0.0633409890620504,"70","5","5"
"p[71,5,5]","p",0.0462036100170791,0.0331138369739173,0.0456533555534747,0.0633409890620504,"71","5","5"
"p[72,5,5]","p",0.0358813938925124,0.0228766000879148,0.0354829185360311,0.0530460428796403,"72","5","5"
"p[1,6,5]","p",0.0636347696200287,0.0498852822544913,0.0633821300385457,0.0787647399932979,"1","6","5"
"p[2,6,5]","p",0.053054249413296,0.0386455431596676,0.0526076543235286,0.0691880537314752,"2","6","5"
"p[3,6,5]","p",0.0380025912035373,0.0253531184524185,0.0374076447123803,0.0536012656605866,"3","6","5"
"p[4,6,5]","p",0.0533882747076963,0.0397026690747701,0.052809893227121,0.0703159907487915,"4","6","5"
"p[5,6,5]","p",0.0380025912035373,0.0253531184524185,0.0374076447123803,0.0536012656605866,"5","6","5"
"p[6,6,5]","p",0.0378076567400278,0.0254373928276207,0.0373139814004863,0.0519603425494972,"6","6","5"
"p[7,6,5]","p",0.0636347696200287,0.0498852822544913,0.0633821300385457,0.0787647399932979,"7","6","5"
"p[8,6,5]","p",0.053054249413296,0.0386455431596676,0.0526076543235286,0.0691880537314752,"8","6","5"
"p[9,6,5]","p",0.0462227390986092,0.0327083476774609,0.0457561611271103,0.0627474407640729,"9","6","5"
"p[10,6,5]","p",0.0380025912035373,0.0253531184524185,0.0374076447123803,0.0536012656605866,"10","6","5"
"p[11,6,5]","p",0.0462227390986092,0.032708347677461,0.0457561611271103,0.0627474407640729,"11","6","5"
"p[12,6,5]","p",0.0533882747076963,0.0397026690747701,0.052809893227121,0.0703159907487915,"12","6","5"
"p[13,6,5]","p",0.0359766402295434,0.0242591730601644,0.0353278841597487,0.0510570031813044,"13","6","5"
"p[14,6,5]","p",0.0380025912035373,0.0253531184524185,0.0374076447123803,0.0536012656605866,"14","6","5"
"p[15,6,5]","p",0.0355245467066992,0.0231836106680515,0.0347700299796796,0.0508891050934881,"15","6","5"
"p[16,6,5]","p",0.0439257710831212,0.0302672363621189,0.0434510676363813,0.0607908031235129,"16","6","5"
"p[17,6,5]","p",0.0359766402295434,0.0242591730601644,0.0353278841597487,0.0510570031813044,"17","6","5"
"p[18,6,5]","p",0.0462227390986092,0.0327083476774609,0.0457561611271102,0.0627474407640729,"18","6","5"
"p[19,6,5]","p",0.053054249413296,0.0386455431596676,0.0526076543235286,0.0691880537314751,"19","6","5"
"p[20,6,5]","p",0.0378076567400278,0.0254373928276207,0.0373139814004863,0.0519603425494972,"20","6","5"
"p[21,6,5]","p",0.0636347696200287,0.0498852822544913,0.0633821300385457,0.0787647399932979,"21","6","5"
"p[22,6,5]","p",0.0355245467066992,0.0231836106680515,0.0347700299796796,0.0508891050934881,"22","6","5"
"p[23,6,5]","p",0.0439257710831212,0.030267236362119,0.0434510676363813,0.0607908031235129,"23","6","5"
"p[24,6,5]","p",0.0439257710831212,0.030267236362119,0.0434510676363813,0.0607908031235129,"24","6","5"
"p[25,6,5]","p",0.0533882747076963,0.0397026690747701,0.052809893227121,0.0703159907487915,"25","6","5"
"p[26,6,5]","p",0.0355245467066992,0.0231836106680515,0.0347700299796796,0.0508891050934881,"26","6","5"
"p[27,6,5]","p",0.0355245467066992,0.0231836106680515,0.0347700299796796,0.0508891050934881,"27","6","5"
"p[28,6,5]","p",0.053054249413296,0.0386455431596676,0.0526076543235286,0.0691880537314752,"28","6","5"
"p[29,6,5]","p",0.0378076567400278,0.0254373928276207,0.0373139814004863,0.0519603425494972,"29","6","5"
"p[30,6,5]","p",0.0533882747076963,0.0397026690747701,0.052809893227121,0.0703159907487915,"30","6","5"
"p[31,6,5]","p",0.0462227390986092,0.0327083476774609,0.0457561611271103,0.0627474407640729,"31","6","5"
"p[32,6,5]","p",0.0359766402295434,0.0242591730601644,0.0353278841597487,0.0510570031813044,"32","6","5"
"p[33,6,5]","p",0.0462227390986092,0.0327083476774609,0.0457561611271103,0.0627474407640729,"33","6","5"
"p[34,6,5]","p",0.0439257710831212,0.030267236362119,0.0434510676363813,0.0607908031235129,"34","6","5"
"p[35,6,5]","p",0.0355245467066992,0.0231836106680515,0.0347700299796796,0.0508891050934881,"35","6","5"
"p[36,6,5]","p",0.0355245467066992,0.0231836106680515,0.0347700299796796,0.0508891050934881,"36","6","5"
"p[37,6,5]","p",0.0355245467066992,0.0231836106680515,0.0347700299796796,0.0508891050934881,"37","6","5"
"p[38,6,5]","p",0.0439257710831212,0.030267236362119,0.0434510676363813,0.0607908031235129,"38","6","5"
"p[39,6,5]","p",0.0378076567400278,0.0254373928276207,0.0373139814004863,0.0519603425494972,"39","6","5"
"p[40,6,5]","p",0.0636347696200287,0.0498852822544913,0.0633821300385457,0.0787647399932979,"40","6","5"
"p[41,6,5]","p",0.0439257710831212,0.030267236362119,0.0434510676363813,0.0607908031235129,"41","6","5"
"p[42,6,5]","p",0.0359766402295434,0.0242591730601644,0.0353278841597487,0.0510570031813044,"42","6","5"
"p[43,6,5]","p",0.0380025912035373,0.0253531184524185,0.0374076447123803,0.0536012656605866,"43","6","5"
"p[44,6,5]","p",0.053054249413296,0.0386455431596676,0.0526076543235286,0.0691880537314751,"44","6","5"
"p[45,6,5]","p",0.0378076567400278,0.0254373928276207,0.0373139814004863,0.0519603425494972,"45","6","5"
"p[46,6,5]","p",0.0439257710831212,0.030267236362119,0.0434510676363813,0.0607908031235129,"46","6","5"
"p[47,6,5]","p",0.0380025912035373,0.0253531184524185,0.0374076447123803,0.0536012656605866,"47","6","5"
"p[48,6,5]","p",0.0378076567400278,0.0254373928276207,0.0373139814004863,0.0519603425494972,"48","6","5"
"p[49,6,5]","p",0.0533882747076963,0.0397026690747701,0.052809893227121,0.0703159907487915,"49","6","5"
"p[50,6,5]","p",0.0359766402295434,0.0242591730601644,0.0353278841597487,0.0510570031813044,"50","6","5"
"p[51,6,5]","p",0.0533882747076963,0.0397026690747701,0.052809893227121,0.0703159907487915,"51","6","5"
"p[52,6,5]","p",0.0636347696200287,0.0498852822544913,0.0633821300385457,0.0787647399932979,"52","6","5"
"p[53,6,5]","p",0.0439257710831212,0.0302672363621189,0.0434510676363813,0.0607908031235129,"53","6","5"
"p[54,6,5]","p",0.0359766402295434,0.0242591730601644,0.0353278841597487,0.0510570031813044,"54","6","5"
"p[55,6,5]","p",0.0359766402295434,0.0242591730601644,0.0353278841597487,0.0510570031813044,"55","6","5"
"p[56,6,5]","p",0.053054249413296,0.0386455431596676,0.0526076543235286,0.0691880537314752,"56","6","5"
"p[57,6,5]","p",0.0355245467066992,0.0231836106680515,0.0347700299796796,0.0508891050934881,"57","6","5"
"p[58,6,5]","p",0.0636347696200287,0.0498852822544913,0.0633821300385457,0.0787647399932979,"58","6","5"
"p[59,6,5]","p",0.0378076567400278,0.0254373928276207,0.0373139814004863,0.0519603425494972,"59","6","5"
"p[60,6,5]","p",0.0636347696200287,0.0498852822544913,0.0633821300385457,0.0787647399932979,"60","6","5"
"p[61,6,5]","p",0.0378076567400278,0.0254373928276207,0.0373139814004863,0.0519603425494972,"61","6","5"
"p[62,6,5]","p",0.053054249413296,0.0386455431596676,0.0526076543235286,0.0691880537314752,"62","6","5"
"p[63,6,5]","p",0.0462227390986092,0.0327083476774609,0.0457561611271103,0.0627474407640729,"63","6","5"
"p[64,6,5]","p",0.0533882747076963,0.0397026690747701,0.052809893227121,0.0703159907487915,"64","6","5"
"p[65,6,5]","p",0.0380025912035373,0.0253531184524185,0.0374076447123803,0.0536012656605866,"65","6","5"
"p[66,6,5]","p",0.0636347696200287,0.0498852822544913,0.0633821300385457,0.0787647399932979,"66","6","5"
"p[67,6,5]","p",0.0380025912035373,0.0253531184524185,0.0374076447123803,0.0536012656605866,"67","6","5"
"p[68,6,5]","p",0.053054249413296,0.0386455431596676,0.0526076543235286,0.0691880537314751,"68","6","5"
"p[69,6,5]","p",0.0533882747076963,0.0397026690747701,0.052809893227121,0.0703159907487915,"69","6","5"
"p[70,6,5]","p",0.0462227390986092,0.032708347677461,0.0457561611271103,0.0627474407640729,"70","6","5"
"p[71,6,5]","p",0.0462227390986092,0.032708347677461,0.0457561611271103,0.0627474407640729,"71","6","5"
"p[72,6,5]","p",0.0359766402295434,0.0242591730601644,0.0353278841597487,0.0510570031813044,"72","6","5"
"p[1,7,5]","p",0.0636094873421013,0.0505333575726527,0.0631179219073918,0.0785296662867356,"1","7","5"
"p[2,7,5]","p",0.0525249758617244,0.0382836578778017,0.0518476022392318,0.0685647442490733,"2","7","5"
"p[3,7,5]","p",0.0381224483210531,0.0249563573405631,0.037235365600271,0.0564765067127761,"3","7","5"
"p[4,7,5]","p",0.0535671496682492,0.039100482245624,0.0531099488919017,0.0711791712957716,"4","7","5"
"p[5,7,5]","p",0.0381224483210531,0.0249563573405631,0.037235365600271,0.0564765067127761,"5","7","5"
"p[6,7,5]","p",0.0374511856465521,0.0241584917320782,0.0370877131975152,0.0545047669344373,"6","7","5"
"p[7,7,5]","p",0.0636094873421013,0.0505333575726527,0.0631179219073918,0.0785296662867356,"7","7","5"
"p[8,7,5]","p",0.0525249758617244,0.0382836578778017,0.0518476022392318,0.0685647442490733,"8","7","5"
"p[9,7,5]","p",0.0461875565180052,0.0321548285694564,0.0455961665945551,0.0642934414701371,"9","7","5"
"p[10,7,5]","p",0.0381224483210531,0.0249563573405631,0.037235365600271,0.0564765067127761,"10","7","5"
"p[11,7,5]","p",0.0461875565180052,0.0321548285694564,0.0455961665945551,0.0642934414701371,"11","7","5"
"p[12,7,5]","p",0.0535671496682492,0.0391004822456239,0.0531099488919018,0.0711791712957716,"12","7","5"
"p[13,7,5]","p",0.0360549400355459,0.0238505684605782,0.0352787977025684,0.0530876761707817,"13","7","5"
"p[14,7,5]","p",0.0381224483210531,0.0249563573405631,0.037235365600271,0.0564765067127761,"14","7","5"
"p[15,7,5]","p",0.0350331825371383,0.0233993218098389,0.0344475343752763,0.0505788328347951,"15","7","5"
"p[16,7,5]","p",0.0437585877276676,0.0304254398828066,0.0430084117964287,0.0606912031208902,"16","7","5"
"p[17,7,5]","p",0.0360549400355459,0.0238505684605782,0.0352787977025684,0.0530876761707817,"17","7","5"
"p[18,7,5]","p",0.0461875565180052,0.0321548285694564,0.0455961665945551,0.0642934414701371,"18","7","5"
"p[19,7,5]","p",0.0525249758617244,0.0382836578778017,0.0518476022392318,0.0685647442490733,"19","7","5"
"p[20,7,5]","p",0.0374511856465521,0.0241584917320782,0.0370877131975152,0.0545047669344373,"20","7","5"
"p[21,7,5]","p",0.0636094873421013,0.0505333575726527,0.0631179219073918,0.0785296662867355,"21","7","5"
"p[22,7,5]","p",0.0350331825371383,0.0233993218098389,0.0344475343752763,0.0505788328347951,"22","7","5"
"p[23,7,5]","p",0.0437585877276676,0.0304254398828066,0.0430084117964287,0.0606912031208902,"23","7","5"
"p[24,7,5]","p",0.0437585877276676,0.0304254398828066,0.0430084117964287,0.0606912031208902,"24","7","5"
"p[25,7,5]","p",0.0535671496682492,0.0391004822456239,0.0531099488919018,0.0711791712957716,"25","7","5"
"p[26,7,5]","p",0.0350331825371383,0.0233993218098389,0.0344475343752763,0.0505788328347951,"26","7","5"
"p[27,7,5]","p",0.0350331825371383,0.0233993218098389,0.0344475343752763,0.0505788328347951,"27","7","5"
"p[28,7,5]","p",0.0525249758617244,0.0382836578778017,0.0518476022392318,0.0685647442490733,"28","7","5"
"p[29,7,5]","p",0.0374511856465521,0.0241584917320782,0.0370877131975152,0.0545047669344373,"29","7","5"
"p[30,7,5]","p",0.0535671496682492,0.0391004822456239,0.0531099488919018,0.0711791712957716,"30","7","5"
"p[31,7,5]","p",0.0461875565180052,0.0321548285694564,0.0455961665945551,0.0642934414701371,"31","7","5"
"p[32,7,5]","p",0.0360549400355459,0.0238505684605782,0.0352787977025684,0.0530876761707817,"32","7","5"
"p[33,7,5]","p",0.0461875565180052,0.0321548285694564,0.0455961665945551,0.0642934414701371,"33","7","5"
"p[34,7,5]","p",0.0437585877276676,0.0304254398828066,0.0430084117964287,0.0606912031208902,"34","7","5"
"p[35,7,5]","p",0.0350331825371383,0.0233993218098389,0.0344475343752763,0.0505788328347952,"35","7","5"
"p[36,7,5]","p",0.0350331825371383,0.0233993218098389,0.0344475343752763,0.0505788328347951,"36","7","5"
"p[37,7,5]","p",0.0350331825371383,0.0233993218098389,0.0344475343752763,0.0505788328347951,"37","7","5"
"p[38,7,5]","p",0.0437585877276676,0.0304254398828066,0.0430084117964287,0.0606912031208902,"38","7","5"
"p[39,7,5]","p",0.0374511856465521,0.0241584917320782,0.0370877131975152,0.0545047669344373,"39","7","5"
"p[40,7,5]","p",0.0636094873421013,0.0505333575726527,0.0631179219073918,0.0785296662867355,"40","7","5"
"p[41,7,5]","p",0.0437585877276676,0.0304254398828066,0.0430084117964287,0.0606912031208902,"41","7","5"
"p[42,7,5]","p",0.0360549400355459,0.0238505684605782,0.0352787977025684,0.0530876761707817,"42","7","5"
"p[43,7,5]","p",0.0381224483210531,0.0249563573405631,0.037235365600271,0.0564765067127761,"43","7","5"
"p[44,7,5]","p",0.0525249758617244,0.0382836578778017,0.0518476022392318,0.0685647442490733,"44","7","5"
"p[45,7,5]","p",0.0374511856465521,0.0241584917320782,0.0370877131975152,0.0545047669344373,"45","7","5"
"p[46,7,5]","p",0.0437585877276676,0.0304254398828066,0.0430084117964287,0.0606912031208902,"46","7","5"
"p[47,7,5]","p",0.0381224483210531,0.0249563573405631,0.037235365600271,0.0564765067127761,"47","7","5"
"p[48,7,5]","p",0.0374511856465521,0.0241584917320782,0.0370877131975152,0.0545047669344373,"48","7","5"
"p[49,7,5]","p",0.0535671496682492,0.039100482245624,0.0531099488919018,0.0711791712957716,"49","7","5"
"p[50,7,5]","p",0.0360549400355459,0.0238505684605782,0.0352787977025684,0.0530876761707817,"50","7","5"
"p[51,7,5]","p",0.0535671496682492,0.039100482245624,0.0531099488919018,0.0711791712957716,"51","7","5"
"p[52,7,5]","p",0.0636094873421013,0.0505333575726527,0.0631179219073918,0.0785296662867356,"52","7","5"
"p[53,7,5]","p",0.0437585877276676,0.0304254398828066,0.0430084117964287,0.0606912031208902,"53","7","5"
"p[54,7,5]","p",0.0360549400355459,0.0238505684605782,0.0352787977025684,0.0530876761707817,"54","7","5"
"p[55,7,5]","p",0.0360549400355459,0.0238505684605782,0.0352787977025684,0.0530876761707817,"55","7","5"
"p[56,7,5]","p",0.0525249758617244,0.0382836578778017,0.0518476022392318,0.0685647442490733,"56","7","5"
"p[57,7,5]","p",0.0350331825371383,0.0233993218098389,0.0344475343752763,0.0505788328347951,"57","7","5"
"p[58,7,5]","p",0.0636094873421013,0.0505333575726527,0.0631179219073918,0.0785296662867355,"58","7","5"
"p[59,7,5]","p",0.0374511856465521,0.0241584917320782,0.0370877131975152,0.0545047669344373,"59","7","5"
"p[60,7,5]","p",0.0636094873421013,0.0505333575726527,0.0631179219073918,0.0785296662867355,"60","7","5"
"p[61,7,5]","p",0.0374511856465521,0.0241584917320782,0.0370877131975152,0.0545047669344373,"61","7","5"
