"","Parameter","average","lower","mode","higher","Category","Covariate","Time"
"p[64,1,2]","p",0.530630310814659,0.474033010388585,0.531735874529608,0.581769229218083,"64","1","2"
"p[65,1,2]","p",0.594644108919354,0.530836816831761,0.593666922913418,0.656306218128776,"65","1","2"
"p[66,1,2]","p",0.418613430087784,0.374697573749417,0.418432694488962,0.463020711619046,"66","1","2"
"p[67,1,2]","p",0.594644108919354,0.530836816831761,0.593666922913418,0.656306218128776,"67","1","2"
"p[68,1,2]","p",0.43943733313031,0.386113492631172,0.439234420930818,0.493832533528768,"68","1","2"
"p[69,1,2]","p",0.530630310814659,0.474033010388586,0.531735874529607,0.581769229218083,"69","1","2"
"p[70,1,2]","p",0.483740908411368,0.424932608531812,0.483202113321578,0.541105721851405,"70","1","2"
"p[71,1,2]","p",0.483740908411368,0.424932608531812,0.483202113321578,0.541105721851405,"71","1","2"
"p[72,1,2]","p",0.586320823142408,0.522130102816681,0.585991278828654,0.65056027564494,"72","1","2"
"p[1,2,2]","p",0.209728952869825,0.176600061017316,0.209971684092742,0.243451259824042,"1","2","2"
"p[2,2,2]","p",0.226352756155952,0.186394024874871,0.225247400099623,0.2719978719655,"2","2","2"
"p[3,2,2]","p",0.166071291117834,0.125645567427415,0.166275445753857,0.209895572388416,"3","2","2"
"p[4,2,2]","p",0.168496313660628,0.135105973557001,0.168550244681361,0.204308915348869,"4","2","2"
"p[5,2,2]","p",0.166071291117834,0.125645567427415,0.166275445753857,0.209895572388416,"5","2","2"
"p[6,2,2]","p",0.226934036125509,0.179945464811125,0.226213638376546,0.280866497915531,"6","2","2"
"p[7,2,2]","p",0.209728952869825,0.176600061017316,0.209971684092742,0.243451259824042,"7","2","2"
"p[8,2,2]","p",0.226352756155952,0.186394024874871,0.225247400099623,0.2719978719655,"8","2","2"
"p[9,2,2]","p",0.212953139026104,0.170016260767937,0.21286263051248,0.258516930661502,"9","2","2"
"p[10,2,2]","p",0.166071291117834,0.125645567427415,0.166275445753857,0.209895572388416,"10","2","2"
"p[11,2,2]","p",0.212953139026104,0.170016260767937,0.21286263051248,0.258516930661502,"11","2","2"
"p[12,2,2]","p",0.168496313660628,0.135105973557001,0.168550244681361,0.204308915348869,"12","2","2"
"p[13,2,2]","p",0.184480455208464,0.141611572364146,0.18315919166172,0.23266674665649,"13","2","2"
"p[14,2,2]","p",0.166071291117834,0.125645567427415,0.166275445753857,0.209895572388416,"14","2","2"
"p[15,2,2]","p",0.250373691237581,0.199149439380511,0.250124407003057,0.303587450308314,"15","2","2"
"p[16,2,2]","p",0.235499268862367,0.189142854300636,0.235477736621227,0.281812379292956,"16","2","2"
"p[17,2,2]","p",0.184480455208464,0.141611572364146,0.18315919166172,0.23266674665649,"17","2","2"
"p[18,2,2]","p",0.212953139026104,0.170016260767937,0.21286263051248,0.258516930661502,"18","2","2"
"p[19,2,2]","p",0.226352756155952,0.186394024874871,0.225247400099623,0.2719978719655,"19","2","2"
"p[20,2,2]","p",0.235499268862367,0.189142854300636,0.235477736621227,0.281812379292956,"20","2","2"
"p[21,2,2]","p",0.226934036125509,0.179945464811125,0.226213638376546,0.280866497915531,"21","2","2"
"p[22,2,2]","p",0.209728952869825,0.176600061017316,0.209971684092742,0.243451259824042,"22","2","2"
"p[23,2,2]","p",0.250373691237581,0.199149439380511,0.250124407003057,0.303587450308314,"23","2","2"
"p[24,2,2]","p",0.235499268862367,0.189142854300636,0.235477736621226,0.281812379292956,"24","2","2"
"p[25,2,2]","p",0.168496313660628,0.135105973557001,0.168550244681361,0.204308915348869,"25","2","2"
"p[26,2,2]","p",0.250373691237581,0.199149439380511,0.250124407003057,0.303587450308314,"26","2","2"
"p[27,2,2]","p",0.250373691237581,0.199149439380511,0.250124407003057,0.303587450308314,"27","2","2"
"p[28,2,2]","p",0.226352756155952,0.186394024874871,0.225247400099623,0.2719978719655,"28","2","2"
"p[29,2,2]","p",0.226934036125509,0.179945464811125,0.226213638376546,0.280866497915531,"29","2","2"
"p[30,2,2]","p",0.168496313660628,0.135105973557001,0.168550244681361,0.204308915348869,"30","2","2"
"p[31,2,2]","p",0.212953139026104,0.170016260767937,0.21286263051248,0.258516930661502,"31","2","2"
"p[32,2,2]","p",0.184480455208464,0.141611572364146,0.18315919166172,0.23266674665649,"32","2","2"
"p[33,2,2]","p",0.212953139026104,0.170016260767937,0.21286263051248,0.258516930661502,"33","2","2"
"p[34,2,2]","p",0.235499268862367,0.189142854300636,0.235477736621227,0.281812379292956,"34","2","2"
"p[35,2,2]","p",0.250373691237581,0.199149439380511,0.250124407003057,0.303587450308314,"35","2","2"
"p[36,2,2]","p",0.250373691237581,0.199149439380511,0.250124407003057,0.303587450308314,"36","2","2"
"p[37,2,2]","p",0.250373691237581,0.199149439380511,0.250124407003057,0.303587450308314,"37","2","2"
"p[38,2,2]","p",0.235499268862367,0.189142854300636,0.235477736621227,0.281812379292956,"38","2","2"
"p[39,2,2]","p",0.226934036125509,0.179945464811125,0.226213638376546,0.280866497915531,"39","2","2"
"p[40,2,2]","p",0.209728952869825,0.176600061017316,0.209971684092742,0.243451259824042,"40","2","2"
"p[41,2,2]","p",0.235499268862367,0.189142854300636,0.235477736621227,0.281812379292956,"41","2","2"
"p[42,2,2]","p",0.184480455208464,0.141611572364146,0.18315919166172,0.23266674665649,"42","2","2"
"p[43,2,2]","p",0.166071291117834,0.125645567427415,0.166275445753857,0.209895572388416,"43","2","2"
"p[44,2,2]","p",0.226352756155952,0.186394024874871,0.225247400099623,0.2719978719655,"44","2","2"
"p[45,2,2]","p",0.226934036125509,0.179945464811125,0.226213638376546,0.280866497915531,"45","2","2"
"p[46,2,2]","p",0.235499268862367,0.189142854300636,0.235477736621227,0.281812379292956,"46","2","2"
"p[47,2,2]","p",0.166071291117834,0.125645567427415,0.166275445753857,0.209895572388416,"47","2","2"
"p[48,2,2]","p",0.226934036125509,0.179945464811125,0.226213638376546,0.280866497915531,"48","2","2"
"p[49,2,2]","p",0.168496313660628,0.135105973557001,0.168550244681361,0.204308915348869,"49","2","2"
"p[50,2,2]","p",0.184480455208464,0.141611572364146,0.18315919166172,0.23266674665649,"50","2","2"
"p[51,2,2]","p",0.168496313660628,0.135105973557001,0.168550244681361,0.204308915348869,"51","2","2"
"p[52,2,2]","p",0.209728952869825,0.176600061017316,0.209971684092742,0.243451259824042,"52","2","2"
"p[53,2,2]","p",0.235499268862367,0.189142854300636,0.235477736621227,0.281812379292956,"53","2","2"
"p[54,2,2]","p",0.184480455208464,0.141611572364146,0.18315919166172,0.23266674665649,"54","2","2"
"p[55,2,2]","p",0.184480455208464,0.141611572364146,0.18315919166172,0.23266674665649,"55","2","2"
"p[56,2,2]","p",0.226352756155952,0.186394024874871,0.225247400099623,0.2719978719655,"56","2","2"
"p[57,2,2]","p",0.250373691237581,0.199149439380511,0.250124407003057,0.303587450308314,"57","2","2"
"p[58,2,2]","p",0.209728952869825,0.176600061017316,0.209971684092742,0.243451259824041,"58","2","2"
"p[59,2,2]","p",0.226934036125509,0.179945464811125,0.226213638376546,0.280866497915531,"59","2","2"
"p[60,2,2]","p",0.209728952869825,0.176600061017316,0.209971684092742,0.243451259824042,"60","2","2"
"p[61,2,2]","p",0.226934036125509,0.179945464811125,0.226213638376546,0.280866497915531,"61","2","2"
"p[62,2,2]","p",0.226352756155952,0.186394024874871,0.225247400099623,0.2719978719655,"62","2","2"
"p[63,2,2]","p",0.212953139026104,0.170016260767937,0.21286263051248,0.258516930661502,"63","2","2"
"p[64,2,2]","p",0.168496313660628,0.135105973557001,0.168550244681361,0.204308915348869,"64","2","2"
"p[65,2,2]","p",0.166071291117834,0.125645567427415,0.166275445753857,0.209895572388416,"65","2","2"
"p[66,2,2]","p",0.209728952869825,0.176600061017316,0.209971684092742,0.243451259824042,"66","2","2"
"p[67,2,2]","p",0.166071291117834,0.125645567427415,0.166275445753857,0.209895572388416,"67","2","2"
"p[68,2,2]","p",0.226352756155952,0.186394024874871,0.225247400099623,0.2719978719655,"68","2","2"
"p[69,2,2]","p",0.168496313660628,0.135105973557001,0.168550244681361,0.204308915348869,"69","2","2"
"p[70,2,2]","p",0.212953139026104,0.170016260767937,0.21286263051248,0.258516930661502,"70","2","2"
"p[71,2,2]","p",0.212953139026104,0.170016260767937,0.21286263051248,0.258516930661502,"71","2","2"
"p[72,2,2]","p",0.184480455208464,0.141611572364146,0.18315919166172,0.23266674665649,"72","2","2"
"p[1,3,2]","p",0.11230027177201,0.0908818373774811,0.111894194811787,0.135827214479652,"1","3","2"
"p[2,3,2]","p",0.112072699789235,0.0859202977982817,0.111278102694331,0.142838547743449,"2","3","2"
"p[3,3,2]","p",0.0903582041987216,0.0651628809944869,0.0890809446961466,0.123501687494212,"3","3","2"
"p[4,3,2]","p",0.0955260403397334,0.072044046073198,0.0950539343709163,0.120788049077266,"4","3","2"
"p[5,3,2]","p",0.0903582041987216,0.0651628809944869,0.0890809446961466,0.123501687494212,"5","3","2"
"p[6,3,2]","p",0.107837775817431,0.0788258927926586,0.107197691868318,0.143554388436785,"6","3","2"
"p[7,3,2]","p",0.11230027177201,0.0908818373774811,0.111894194811787,0.135827214479652,"7","3","2"
"p[8,3,2]","p",0.112072699789235,0.0859202977982816,0.111278102694331,0.142838547743449,"8","3","2"
"p[9,3,2]","p",0.109465532181436,0.0842549163893431,0.108505829516945,0.140578550115519,"9","3","2"
"p[10,3,2]","p",0.0903582041987216,0.0651628809944869,0.0890809446961466,0.123501687494212,"10","3","2"
"p[11,3,2]","p",0.109465532181436,0.0842549163893431,0.108505829516945,0.140578550115519,"11","3","2"
"p[12,3,2]","p",0.0955260403397334,0.072044046073198,0.0950539343709163,0.120788049077266,"12","3","2"
"p[13,3,2]","p",0.083825828848842,0.0602956055056594,0.0829368443835739,0.113145822195928,"13","3","2"
"p[14,3,2]","p",0.0903582041987216,0.0651628809944869,0.0890809446961466,0.123501687494212,"14","3","2"
"p[15,3,2]","p",0.0994529283605488,0.0721482559479261,0.0985600715445528,0.133001414425402,"15","3","2"
"p[16,3,2]","p",0.101165867746098,0.0761447419090066,0.10055787685786,0.130767522725457,"16","3","2"
"p[17,3,2]","p",0.083825828848842,0.0602956055056595,0.0829368443835739,0.113145822195928,"17","3","2"
"p[18,3,2]","p",0.109465532181436,0.0842549163893431,0.108505829516945,0.140578550115519,"18","3","2"
"p[19,3,2]","p",0.112072699789235,0.0859202977982816,0.111278102694331,0.142838547743449,"19","3","2"
"p[20,3,2]","p",0.101165867746098,0.0761447419090066,0.10055787685786,0.130767522725457,"20","3","2"
"p[21,3,2]","p",0.107837775817431,0.0788258927926586,0.107197691868318,0.143554388436785,"21","3","2"
"p[22,3,2]","p",0.11230027177201,0.0908818373774811,0.111894194811787,0.135827214479652,"22","3","2"
"p[23,3,2]","p",0.0994529283605488,0.0721482559479261,0.0985600715445529,0.133001414425402,"23","3","2"
"p[24,3,2]","p",0.101165867746098,0.0761447419090066,0.10055787685786,0.130767522725457,"24","3","2"
"p[25,3,2]","p",0.0955260403397334,0.072044046073198,0.0950539343709163,0.120788049077266,"25","3","2"
"p[26,3,2]","p",0.0994529283605488,0.0721482559479261,0.0985600715445529,0.133001414425402,"26","3","2"
"p[27,3,2]","p",0.0994529283605488,0.0721482559479261,0.0985600715445529,0.133001414425402,"27","3","2"
"p[28,3,2]","p",0.112072699789235,0.0859202977982816,0.111278102694331,0.142838547743449,"28","3","2"
"p[29,3,2]","p",0.107837775817431,0.0788258927926586,0.107197691868318,0.143554388436785,"29","3","2"
"p[30,3,2]","p",0.0955260403397334,0.072044046073198,0.0950539343709163,0.120788049077266,"30","3","2"
"p[31,3,2]","p",0.109465532181436,0.0842549163893431,0.108505829516945,0.140578550115519,"31","3","2"
"p[32,3,2]","p",0.083825828848842,0.0602956055056595,0.0829368443835739,0.113145822195928,"32","3","2"
"p[33,3,2]","p",0.109465532181436,0.0842549163893431,0.108505829516945,0.140578550115519,"33","3","2"
"p[34,3,2]","p",0.101165867746098,0.0761447419090066,0.10055787685786,0.130767522725457,"34","3","2"
"p[35,3,2]","p",0.0994529283605488,0.0721482559479261,0.0985600715445529,0.133001414425402,"35","3","2"
"p[36,3,2]","p",0.0994529283605488,0.0721482559479261,0.0985600715445529,0.133001414425402,"36","3","2"
"p[37,3,2]","p",0.0994529283605488,0.0721482559479261,0.0985600715445529,0.133001414425402,"37","3","2"
"p[38,3,2]","p",0.101165867746098,0.0761447419090066,0.10055787685786,0.130767522725457,"38","3","2"
"p[39,3,2]","p",0.107837775817431,0.0788258927926587,0.107197691868318,0.143554388436785,"39","3","2"
"p[40,3,2]","p",0.11230027177201,0.0908818373774811,0.111894194811787,0.135827214479652,"40","3","2"
"p[41,3,2]","p",0.101165867746098,0.0761447419090066,0.10055787685786,0.130767522725457,"41","3","2"
"p[42,3,2]","p",0.083825828848842,0.0602956055056595,0.0829368443835739,0.113145822195928,"42","3","2"
"p[43,3,2]","p",0.0903582041987216,0.0651628809944869,0.0890809446961466,0.123501687494212,"43","3","2"
"p[44,3,2]","p",0.112072699789235,0.0859202977982816,0.111278102694331,0.142838547743449,"44","3","2"
"p[45,3,2]","p",0.107837775817431,0.0788258927926586,0.107197691868318,0.143554388436785,"45","3","2"
"p[46,3,2]","p",0.101165867746098,0.0761447419090066,0.10055787685786,0.130767522725457,"46","3","2"
"p[47,3,2]","p",0.0903582041987216,0.0651628809944869,0.0890809446961466,0.123501687494212,"47","3","2"
"p[48,3,2]","p",0.107837775817431,0.0788258927926587,0.107197691868318,0.143554388436785,"48","3","2"
"p[49,3,2]","p",0.0955260403397334,0.072044046073198,0.0950539343709163,0.120788049077266,"49","3","2"
"p[50,3,2]","p",0.083825828848842,0.0602956055056595,0.0829368443835739,0.113145822195928,"50","3","2"
"p[51,3,2]","p",0.0955260403397334,0.072044046073198,0.0950539343709163,0.120788049077266,"51","3","2"
"p[52,3,2]","p",0.11230027177201,0.0908818373774811,0.111894194811787,0.135827214479652,"52","3","2"
"p[53,3,2]","p",0.101165867746098,0.0761447419090066,0.10055787685786,0.130767522725457,"53","3","2"
"p[54,3,2]","p",0.083825828848842,0.0602956055056595,0.0829368443835739,0.113145822195928,"54","3","2"
"p[55,3,2]","p",0.083825828848842,0.0602956055056595,0.082936844383574,0.113145822195928,"55","3","2"
"p[56,3,2]","p",0.112072699789235,0.0859202977982816,0.111278102694331,0.142838547743449,"56","3","2"
"p[57,3,2]","p",0.0994529283605488,0.0721482559479261,0.0985600715445529,0.133001414425402,"57","3","2"
"p[58,3,2]","p",0.11230027177201,0.0908818373774811,0.111894194811787,0.135827214479652,"58","3","2"
"p[59,3,2]","p",0.107837775817431,0.0788258927926587,0.107197691868318,0.143554388436785,"59","3","2"
"p[60,3,2]","p",0.11230027177201,0.0908818373774811,0.111894194811787,0.135827214479652,"60","3","2"
"p[61,3,2]","p",0.107837775817431,0.0788258927926587,0.107197691868318,0.143554388436785,"61","3","2"
"p[62,3,2]","p",0.112072699789235,0.0859202977982816,0.111278102694331,0.142838547743449,"62","3","2"
"p[63,3,2]","p",0.109465532181436,0.0842549163893431,0.108505829516945,0.140578550115519,"63","3","2"
"p[64,3,2]","p",0.0955260403397334,0.072044046073198,0.0950539343709163,0.120788049077266,"64","3","2"
"p[65,3,2]","p",0.0903582041987216,0.0651628809944869,0.0890809446961466,0.123501687494212,"65","3","2"
"p[66,3,2]","p",0.11230027177201,0.0908818373774811,0.111894194811787,0.135827214479652,"66","3","2"
"p[67,3,2]","p",0.0903582041987216,0.0651628809944869,0.0890809446961466,0.123501687494212,"67","3","2"
"p[68,3,2]","p",0.112072699789235,0.0859202977982816,0.111278102694331,0.142838547743449,"68","3","2"
"p[69,3,2]","p",0.0955260403397334,0.072044046073198,0.0950539343709163,0.120788049077266,"69","3","2"
"p[70,3,2]","p",0.109465532181436,0.0842549163893431,0.108505829516945,0.140578550115519,"70","3","2"
"p[71,3,2]","p",0.109465532181436,0.0842549163893431,0.108505829516945,0.140578550115519,"71","3","2"
"p[72,3,2]","p",0.083825828848842,0.0602956055056595,0.0829368443835739,0.113145822195928,"72","3","2"
"p[1,4,2]","p",0.0669981089015816,0.0535581668091205,0.0668551825705576,0.0823397801065522,"1","4","2"
"p[2,4,2]","p",0.0575587107272775,0.0427299537810958,0.0574859514135962,0.0743573914838958,"2","4","2"
"p[3,4,2]","p",0.0390424992589203,0.026278233356047,0.0384411431014418,0.054487504525139,"3","4","2"
"p[4,4,2]","p",0.052797882467295,0.0388589004535251,0.0523375644424655,0.0685830463675504,"4","4","2"
"p[5,4,2]","p",0.0390424992589203,0.026278233356047,0.0384411431014418,0.054487504525139,"5","4","2"
"p[6,4,2]","p",0.0433284857867899,0.0299021064563896,0.0426977209039845,0.0611900233663965,"6","4","2"
"p[7,4,2]","p",0.0669981089015816,0.0535581668091205,0.0668551825705576,0.0823397801065522,"7","4","2"
"p[8,4,2]","p",0.0575587107272775,0.0427299537810958,0.0574859514135962,0.0743573914838958,"8","4","2"
"p[9,4,2]","p",0.0510703229104539,0.036523303036933,0.0504493200106911,0.0691025890355128,"9","4","2"
"p[10,4,2]","p",0.0390424992589203,0.026278233356047,0.0384411431014418,0.054487504525139,"10","4","2"
"p[11,4,2]","p",0.0510703229104539,0.0365233030369331,0.0504493200106911,0.0691025890355127,"11","4","2"
"p[12,4,2]","p",0.052797882467295,0.0388589004535251,0.0523375644424655,0.0685830463675504,"12","4","2"
"p[13,4,2]","p",0.0372337181068533,0.0252470077945424,0.0364354575448157,0.0533612752247314,"13","4","2"
"p[14,4,2]","p",0.0390424992589203,0.026278233356047,0.0384411431014418,0.0544875045251389,"14","4","2"
"p[15,4,2]","p",0.0410228266728327,0.0273612016268316,0.0403187010863322,0.0579186530901746,"15","4","2"
"p[16,4,2]","p",0.0484602399382776,0.0349777196004606,0.0479455366677563,0.067508656014388,"16","4","2"
"p[17,4,2]","p",0.0372337181068533,0.0252470077945424,0.0364354575448157,0.0533612752247314,"17","4","2"
"p[18,4,2]","p",0.0510703229104539,0.036523303036933,0.0504493200106911,0.0691025890355128,"18","4","2"
"p[19,4,2]","p",0.0575587107272775,0.0427299537810958,0.0574859514135962,0.0743573914838958,"19","4","2"
"p[20,4,2]","p",0.0484602399382776,0.0349777196004606,0.0479455366677563,0.067508656014388,"20","4","2"
"p[21,4,2]","p",0.0433284857867899,0.0299021064563896,0.0426977209039845,0.0611900233663965,"21","4","2"
"p[22,4,2]","p",0.0669981089015816,0.0535581668091205,0.0668551825705576,0.0823397801065522,"22","4","2"
"p[23,4,2]","p",0.0410228266728327,0.0273612016268316,0.0403187010863322,0.0579186530901746,"23","4","2"
"p[24,4,2]","p",0.0484602399382776,0.0349777196004606,0.0479455366677563,0.067508656014388,"24","4","2"
"p[25,4,2]","p",0.052797882467295,0.0388589004535251,0.0523375644424655,0.0685830463675504,"25","4","2"
"p[26,4,2]","p",0.0410228266728327,0.0273612016268316,0.0403187010863322,0.0579186530901746,"26","4","2"
"p[27,4,2]","p",0.0410228266728327,0.0273612016268316,0.0403187010863322,0.0579186530901745,"27","4","2"
"p[28,4,2]","p",0.0575587107272775,0.0427299537810958,0.0574859514135962,0.0743573914838958,"28","4","2"
"p[29,4,2]","p",0.0433284857867899,0.0299021064563895,0.0426977209039845,0.0611900233663965,"29","4","2"
"p[30,4,2]","p",0.052797882467295,0.0388589004535251,0.0523375644424655,0.0685830463675504,"30","4","2"
"p[31,4,2]","p",0.0510703229104539,0.036523303036933,0.0504493200106911,0.0691025890355128,"31","4","2"
"p[32,4,2]","p",0.0372337181068533,0.0252470077945424,0.0364354575448157,0.0533612752247314,"32","4","2"
"p[33,4,2]","p",0.0510703229104539,0.036523303036933,0.0504493200106911,0.0691025890355127,"33","4","2"
"p[34,4,2]","p",0.0484602399382776,0.0349777196004606,0.0479455366677563,0.067508656014388,"34","4","2"
"p[35,4,2]","p",0.0410228266728327,0.0273612016268316,0.0403187010863322,0.0579186530901745,"35","4","2"
"p[36,4,2]","p",0.0410228266728327,0.0273612016268316,0.0403187010863322,0.0579186530901746,"36","4","2"
"p[37,4,2]","p",0.0410228266728327,0.0273612016268316,0.0403187010863322,0.0579186530901746,"37","4","2"
"p[38,4,2]","p",0.0484602399382776,0.0349777196004606,0.0479455366677563,0.0675086560143879,"38","4","2"
"p[39,4,2]","p",0.0433284857867899,0.0299021064563895,0.0426977209039845,0.0611900233663965,"39","4","2"
"p[40,4,2]","p",0.0669981089015816,0.0535581668091205,0.0668551825705575,0.0823397801065522,"40","4","2"
"p[41,4,2]","p",0.0484602399382776,0.0349777196004606,0.0479455366677563,0.067508656014388,"41","4","2"
"p[42,4,2]","p",0.0372337181068533,0.0252470077945424,0.0364354575448157,0.0533612752247314,"42","4","2"
"p[43,4,2]","p",0.0390424992589203,0.026278233356047,0.0384411431014418,0.054487504525139,"43","4","2"
"p[44,4,2]","p",0.0575587107272775,0.0427299537810958,0.0574859514135962,0.0743573914838958,"44","4","2"
"p[45,4,2]","p",0.0433284857867899,0.0299021064563895,0.0426977209039845,0.0611900233663965,"45","4","2"
"p[46,4,2]","p",0.0484602399382776,0.0349777196004606,0.0479455366677563,0.067508656014388,"46","4","2"
"p[47,4,2]","p",0.0390424992589203,0.026278233356047,0.0384411431014418,0.054487504525139,"47","4","2"
"p[48,4,2]","p",0.0433284857867899,0.0299021064563895,0.0426977209039845,0.0611900233663965,"48","4","2"
"p[49,4,2]","p",0.052797882467295,0.0388589004535251,0.0523375644424655,0.0685830463675504,"49","4","2"
"p[50,4,2]","p",0.0372337181068533,0.0252470077945424,0.0364354575448157,0.0533612752247314,"50","4","2"
"p[51,4,2]","p",0.052797882467295,0.0388589004535251,0.0523375644424655,0.0685830463675504,"51","4","2"
"p[52,4,2]","p",0.0669981089015816,0.0535581668091205,0.0668551825705576,0.0823397801065522,"52","4","2"
"p[53,4,2]","p",0.0484602399382776,0.0349777196004606,0.0479455366677563,0.067508656014388,"53","4","2"
"p[54,4,2]","p",0.0372337181068533,0.0252470077945424,0.0364354575448157,0.0533612752247314,"54","4","2"
"p[55,4,2]","p",0.0372337181068533,0.0252470077945424,0.0364354575448157,0.0533612752247314,"55","4","2"
"p[56,4,2]","p",0.0575587107272775,0.0427299537810958,0.0574859514135962,0.0743573914838958,"56","4","2"
"p[57,4,2]","p",0.0410228266728327,0.0273612016268316,0.0403187010863322,0.0579186530901746,"57","4","2"
"p[58,4,2]","p",0.0669981089015816,0.0535581668091205,0.0668551825705575,0.0823397801065522,"58","4","2"
"p[59,4,2]","p",0.0433284857867899,0.0299021064563895,0.0426977209039845,0.0611900233663965,"59","4","2"
"p[60,4,2]","p",0.0669981089015816,0.0535581668091205,0.0668551825705575,0.0823397801065522,"60","4","2"
"p[61,4,2]","p",0.0433284857867899,0.0299021064563895,0.0426977209039845,0.0611900233663965,"61","4","2"
"p[62,4,2]","p",0.0575587107272775,0.0427299537810958,0.0574859514135962,0.0743573914838958,"62","4","2"
"p[63,4,2]","p",0.0510703229104539,0.036523303036933,0.0504493200106911,0.0691025890355127,"63","4","2"
"p[64,4,2]","p",0.052797882467295,0.0388589004535251,0.0523375644424655,0.0685830463675504,"64","4","2"
"p[65,4,2]","p",0.0390424992589203,0.026278233356047,0.0384411431014418,0.0544875045251389,"65","4","2"
"p[66,4,2]","p",0.0669981089015816,0.0535581668091205,0.0668551825705575,0.0823397801065522,"66","4","2"
"p[67,4,2]","p",0.0390424992589203,0.026278233356047,0.0384411431014418,0.0544875045251389,"67","4","2"
"p[68,4,2]","p",0.0575587107272775,0.0427299537810958,0.0574859514135962,0.0743573914838958,"68","4","2"
"p[69,4,2]","p",0.052797882467295,0.0388589004535251,0.0523375644424655,0.0685830463675504,"69","4","2"
"p[70,4,2]","p",0.0510703229104539,0.0365233030369331,0.0504493200106911,0.0691025890355127,"70","4","2"
"p[71,4,2]","p",0.0510703229104539,0.036523303036933,0.0504493200106911,0.0691025890355127,"71","4","2"
"p[72,4,2]","p",0.0372337181068533,0.0252470077945424,0.0364354575448157,0.0533612752247314,"72","4","2"
"p[1,5,2]","p",0.0643864086034329,0.0496563610227138,0.064237343910101,0.0799582330477843,"1","5","2"
"p[2,5,2]","p",0.0548725584702267,0.0405755869878085,0.0544567889824749,0.0717676716569501,"2","5","2"
"p[3,5,2]","p",0.0373419758676392,0.0246204924555225,0.0367387166907529,0.0527860593546814,"3","5","2"
"p[4,5,2]","p",0.0512766444514544,0.0382641098899268,0.0506104959130042,0.0683136199540252,"4","5","2"
"p[5,5,2]","p",0.0373419758676392,0.0246204924555225,0.0367387166907529,0.0527860593546814,"5","5","2"
"p[6,5,2]","p",0.0406816158522619,0.0276376361521171,0.0399780411250941,0.0578993589335074,"6","5","2"
"p[7,5,2]","p",0.0643864086034329,0.0496563610227138,0.064237343910101,0.0799582330477842,"7","5","2"
"p[8,5,2]","p",0.0548725584702267,0.0405755869878085,0.0544567889824749,0.0717676716569502,"8","5","2"
"p[9,5,2]","p",0.0483337999438835,0.0339976139728845,0.047710485876165,0.0665135387869883,"9","5","2"
"p[10,5,2]","p",0.0373419758676392,0.0246204924555225,0.0367387166907529,0.0527860593546814,"10","5","2"
"p[11,5,2]","p",0.0483337999438835,0.0339976139728845,0.047710485876165,0.0665135387869883,"11","5","2"
"p[12,5,2]","p",0.0512766444514544,0.0382641098899268,0.0506104959130042,0.0683136199540252,"12","5","2"
"p[13,5,2]","p",0.0359773157400442,0.0247272082564298,0.0355596562920212,0.0499154023158845,"13","5","2"
"p[14,5,2]","p",0.0373419758676392,0.0246204924555225,0.0367387166907529,0.0527860593546814,"14","5","2"
"p[15,5,2]","p",0.038957787461513,0.0269441220013867,0.0383380821044236,0.0555462492159039,"15","5","2"
"p[16,5,2]","p",0.0463931216071883,0.0327045620805981,0.045718851443776,0.0641797345486341,"16","5","2"
"p[17,5,2]","p",0.0359773157400442,0.0247272082564298,0.0355596562920212,0.0499154023158845,"17","5","2"
"p[18,5,2]","p",0.0483337999438835,0.0339976139728845,0.047710485876165,0.0665135387869883,"18","5","2"
"p[19,5,2]","p",0.0548725584702267,0.0405755869878085,0.0544567889824749,0.0717676716569502,"19","5","2"
"p[20,5,2]","p",0.0463931216071883,0.0327045620805981,0.045718851443776,0.0641797345486341,"20","5","2"
"p[21,5,2]","p",0.0406816158522619,0.0276376361521171,0.0399780411250941,0.0578993589335074,"21","5","2"
"p[22,5,2]","p",0.0643864086034329,0.0496563610227138,0.064237343910101,0.0799582330477842,"22","5","2"
"p[23,5,2]","p",0.038957787461513,0.0269441220013867,0.0383380821044236,0.0555462492159039,"23","5","2"
"p[24,5,2]","p",0.0463931216071883,0.0327045620805981,0.045718851443776,0.0641797345486341,"24","5","2"
"p[25,5,2]","p",0.0512766444514544,0.0382641098899268,0.0506104959130042,0.0683136199540252,"25","5","2"
"p[26,5,2]","p",0.038957787461513,0.0269441220013867,0.0383380821044236,0.0555462492159039,"26","5","2"
"p[27,5,2]","p",0.038957787461513,0.0269441220013867,0.0383380821044236,0.0555462492159039,"27","5","2"
"p[28,5,2]","p",0.0548725584702267,0.0405755869878085,0.0544567889824749,0.0717676716569502,"28","5","2"
"p[29,5,2]","p",0.0406816158522619,0.0276376361521171,0.0399780411250941,0.0578993589335074,"29","5","2"
"p[30,5,2]","p",0.0512766444514544,0.0382641098899268,0.0506104959130042,0.0683136199540252,"30","5","2"
"p[31,5,2]","p",0.0483337999438835,0.0339976139728845,0.047710485876165,0.0665135387869883,"31","5","2"
"p[32,5,2]","p",0.0359773157400442,0.0247272082564298,0.0355596562920213,0.0499154023158845,"32","5","2"
"p[33,5,2]","p",0.0483337999438835,0.0339976139728845,0.047710485876165,0.0665135387869883,"33","5","2"
"p[34,5,2]","p",0.0463931216071883,0.0327045620805981,0.045718851443776,0.0641797345486341,"34","5","2"
